recNo,TxDate,Size,ProdName,UnitPrice
42,2021-08-25 10:14,Regular,Flavoured iced latte - Hazelnut,2.75
43,2021-08-25 10:15,Large,Latte,2.45
44,2021-08-25 10:16,Regular,Flavoured iced latte - Caramel,2.75
45,2021-08-25 10:17,Large,Flavoured iced latte - Hazelnut,3.25
46,2021-08-25 10:18,Regular,Flavoured iced latte - Hazelnut,2.75
47,2021-08-25 10:19,Large,Flavoured iced latte - Caramel,3.25
48,2021-08-25 10:20,Large,Latte,2.45
49,2021-08-25 10:21,Large,Flavoured iced latte - Hazelnut,3.25
50,2021-08-25 10:22,Large,Flat white,2.45
51,2021-08-25 10:23,Large,Flavoured iced latte - Hazelnut,3.25
52,2021-08-25 10:24,Regular,Flavoured iced latte - Caramel,2.75
53,2021-08-25 10:25,Regular,Flavoured iced latte - Caramel,2.75
54,2021-08-25 10:26,Large,Flat white,2.45
55,2021-08-25 10:27,Large,Flavoured latte - Hazelnut,2.85
56,2021-08-25 10:27,Large,Flavoured iced latte - Hazelnut,3.25
57,2021-08-25 10:28,Large,Flavoured latte - Hazelnut,2.85
58,2021-08-25 10:29,Regular,Flavoured iced latte - Caramel,2.75
59,2021-08-25 10:30,Regular,Flavoured latte - Hazelnut,2.55
60,2021-08-25 10:31,Regular,Flat white,2.15
61,2021-08-25 10:32,Regular,Latte,2.15
62,2021-08-25 10:33,Large,Latte,2.45
63,2021-08-25 10:34,Regular,Flat white,2.15
64,2021-08-25 10:35,Regular,Flat white,2.15
65,2021-08-25 10:36,Regular,Flavoured iced latte - Caramel,2.75
66,2021-08-25 10:37,Regular,Flat white,2.15
67,2021-08-25 10:38,Regular,Flavoured latte - Hazelnut,2.55
68,2021-08-25 10:39,Regular,Flavoured iced latte - Caramel,2.75
69,2021-08-25 10:40,Regular,Flavoured iced latte - Vanilla,2.75
70,2021-08-25 10:41,Regular,Flavoured latte - Hazelnut,2.55
71,2021-08-25 10:42,Regular,Flat white,2.15
72,2021-08-25 10:43,Regular,Flavoured latte - Hazelnut,2.55
73,2021-08-25 10:44,Large,Flavoured iced latte - Caramel,3.25
74,2021-08-25 10:45,Large,Flavoured iced latte - Vanilla,3.25
75,2021-08-25 10:46,Regular,Flavoured iced latte - Hazelnut,2.75
76,2021-08-25 10:47,Large,Flavoured latte - Hazelnut,2.85
77,2021-08-25 10:48,Large,Flavoured iced latte - Vanilla,3.25
78,2021-08-25 10:49,Large,Flavoured latte - Hazelnut,2.85
79,2021-08-25 10:50,Large,Flavoured iced latte - Hazelnut,3.25
80,2021-08-25 10:51,Large,Flavoured iced latte - Caramel,3.25
81,2021-08-25 10:52,Regular,Flavoured iced latte - Hazelnut,2.75
82,2021-08-25 10:53,Large,Flat white,2.45
83,2021-08-25 10:54,Large,Flat white,2.45
84,2021-08-25 10:55,Regular,Flat white,2.15
85,2021-08-25 10:56,Large,Flavoured iced latte - Caramel,3.25
86,2021-08-25 10:56,Large,Flavoured iced latte - Hazelnut,3.25
87,2021-08-25 10:57,Large,Flavoured iced latte - Caramel,3.25
88,2021-08-25 10:58,Large,Latte,2.45
89,2021-08-25 10:59,Regular,Flat white,2.15
90,2021-08-25 11:00,Large,Flavoured iced latte - Caramel,3.25
91,2021-08-25 11:03,Large,Flat white,2.45
92,2021-08-25 11:06,Regular,Latte,2.15
93,2021-08-25 11:08,Large,Latte,2.45
94,2021-08-25 11:11,Large,Latte,2.45
95,2021-08-25 11:13,Regular,Flavoured iced latte - Hazelnut,2.75
96,2021-08-25 11:16,Large,Flavoured iced latte - Caramel,3.25
97,2021-08-25 11:19,Regular,Flavoured latte - Hazelnut,2.55
98,2021-08-25 11:21,Regular,Flavoured iced latte - Vanilla,2.75
99,2021-08-25 11:24,Large,Flavoured latte - Hazelnut,2.85
100,2021-08-25 11:26,Regular,Flavoured iced latte - Hazelnut,2.75
101,2021-08-25 11:29,Large,Latte,2.45
102,2021-08-25 11:32,Large,Flat white,2.45
103,2021-08-25 11:34,Regular,Flavoured iced latte - Caramel,2.75
104,2021-08-25 11:37,Large,Flavoured iced latte - Caramel,3.25
105,2021-08-25 11:39,Large,Flavoured iced latte - Caramel,3.25
106,2021-08-25 11:42,Large,Latte,2.45
107,2021-08-25 11:45,Large,Flavoured iced latte - Caramel,3.25
108,2021-08-25 11:47,Regular,Flavoured iced latte - Caramel,2.75
109,2021-08-25 11:50,Regular,Latte,2.15
110,2021-08-25 11:52,Large,Latte,2.45
111,2021-08-25 11:55,Large,Flat white,2.45
112,2021-08-25 11:58,Regular,Flavoured iced latte - Vanilla,2.75
113,2021-08-25 12:00,Large,Flavoured iced latte - Vanilla,3.25
114,2021-08-25 12:05,Regular,Flavoured iced latte - Hazelnut,2.75
115,2021-08-25 12:09,Large,Latte,2.45
116,2021-08-25 12:14,Large,Flavoured iced latte - Hazelnut,3.25
117,2021-08-25 12:19,Regular,Flavoured iced latte - Caramel,2.75
118,2021-08-25 12:23,Large,Flavoured iced latte - Caramel,3.25
119,2021-08-25 12:28,Large,Flavoured iced latte - Hazelnut,3.25
120,2021-08-25 12:32,Large,Latte,2.45
121,2021-08-25 12:37,Regular,Flavoured latte - Hazelnut,2.55
122,2021-08-25 12:42,Large,Flat white,2.45
123,2021-08-25 12:46,Large,Flavoured iced latte - Caramel,3.25
124,2021-08-25 12:51,Regular,Latte,2.15
125,2021-08-25 12:55,Large,Flavoured iced latte - Vanilla,3.25
126,2021-08-25 13:00,Regular,Latte,2.15
127,2021-08-25 13:02,Regular,Flavoured iced latte - Vanilla,2.75
128,2021-08-25 13:04,Regular,Flavoured iced latte - Caramel,2.75
129,2021-08-25 13:06,Large,Latte,2.45
130,2021-08-25 13:08,Large,Flavoured latte - Hazelnut,2.85
131,2021-08-25 13:10,Regular,Flavoured iced latte - Vanilla,2.75
132,2021-08-25 13:12,Large,Latte,2.45
133,2021-08-25 13:15,Regular,Flavoured iced latte - Caramel,2.75
134,2021-08-25 13:17,Large,Flavoured iced latte - Hazelnut,3.25
135,2021-08-25 13:19,Large,Latte,2.45
136,2021-08-25 13:21,Regular,Flavoured iced latte - Vanilla,2.75
137,2021-08-25 13:23,Large,Flat white,2.45
138,2021-08-25 13:25,Large,Flavoured iced latte - Vanilla,3.25
139,2021-08-25 13:27,Regular,Flavoured iced latte - Vanilla,2.75
140,2021-08-25 13:29,Regular,Latte,2.15
141,2021-08-25 13:31,Regular,Flat white,2.15
142,2021-08-25 13:33,Large,Flat white,2.45
143,2021-08-25 13:35,Large,Flavoured latte - Hazelnut,2.85
144,2021-08-25 13:37,Regular,Flavoured iced latte - Vanilla,2.75
145,2021-08-25 13:39,Large,Flavoured iced latte - Hazelnut,3.25
146,2021-08-25 13:41,Regular,Flavoured latte - Hazelnut,2.55
147,2021-08-25 13:43,Regular,Latte,2.15
148,2021-08-25 13:46,Large,Flavoured iced latte - Vanilla,3.25
149,2021-08-25 13:48,Regular,Flavoured iced latte - Vanilla,2.75
150,2021-08-25 13:50,Regular,Flavoured latte - Hazelnut,2.55
151,2021-08-25 13:52,Regular,Flavoured iced latte - Caramel,2.75
152,2021-08-25 13:54,Regular,Flavoured iced latte - Vanilla,2.75
153,2021-08-25 13:56,Regular,Flat white,2.15
154,2021-08-25 13:58,Large,Latte,2.45
155,2021-08-25 14:00,Regular,Latte,2.15
156,2021-08-25 14:01,Regular,Flavoured latte - Hazelnut,2.55
157,2021-08-25 14:03,Regular,Flavoured iced latte - Hazelnut,2.75
158,2021-08-25 14:04,Large,Flavoured iced latte - Hazelnut,3.25
159,2021-08-25 14:05,Regular,Latte,2.15
160,2021-08-25 14:06,Large,Latte,2.45
161,2021-08-25 14:08,Regular,Latte,2.15
162,2021-08-25 14:09,Regular,Flavoured iced latte - Caramel,2.75
163,2021-08-25 14:10,Large,Flat white,2.45
164,2021-08-25 14:11,Regular,Flavoured iced latte - Caramel,2.75
165,2021-08-25 14:13,Regular,Flavoured iced latte - Caramel,2.75
166,2021-08-25 14:14,Large,Flavoured latte - Hazelnut,2.85
167,2021-08-25 14:15,Large,Latte,2.45
168,2021-08-25 14:16,Large,Flavoured latte - Hazelnut,2.85
169,2021-08-25 14:18,Large,Latte,2.45
170,2021-08-25 14:19,Regular,Flavoured latte - Hazelnut,2.55
171,2021-08-25 14:20,Regular,Flavoured iced latte - Caramel,2.75
172,2021-08-25 14:22,Large,Flavoured iced latte - Vanilla,3.25
173,2021-08-25 14:23,Regular,Flavoured iced latte - Caramel,2.75
174,2021-08-25 14:24,Large,Flavoured iced latte - Hazelnut,3.25
175,2021-08-25 14:25,Large,Flavoured iced latte - Hazelnut,3.25
176,2021-08-25 14:27,Large,Flavoured iced latte - Vanilla,3.25
177,2021-08-25 14:28,Regular,Latte,2.15
178,2021-08-25 14:29,Regular,Flat white,2.15
179,2021-08-25 14:30,Regular,Flavoured iced latte - Vanilla,2.75
180,2021-08-25 14:32,Large,Flavoured iced latte - Caramel,3.25
181,2021-08-25 14:33,Large,Flavoured iced latte - Hazelnut,3.25
182,2021-08-25 14:34,Regular,Flavoured iced latte - Caramel,2.75
183,2021-08-25 14:35,Regular,Flavoured iced latte - Vanilla,2.75
184,2021-08-25 14:37,Large,Flavoured iced latte - Hazelnut,3.25
185,2021-08-25 14:38,Large,Flavoured iced latte - Hazelnut,3.25
186,2021-08-25 14:39,Regular,Flat white,2.15
187,2021-08-25 14:41,Large,Latte,2.45
188,2021-08-25 14:42,Large,Flavoured iced latte - Hazelnut,3.25
189,2021-08-25 14:43,Large,Latte,2.45
190,2021-08-25 14:44,Regular,Flavoured iced latte - Vanilla,2.75
191,2021-08-25 14:46,Regular,Flavoured iced latte - Caramel,2.75
192,2021-08-25 14:47,Regular,Latte,2.15
193,2021-08-25 14:48,Large,Latte,2.45
194,2021-08-25 14:49,Regular,Flavoured iced latte - Vanilla,2.75
195,2021-08-25 14:51,Large,Flavoured iced latte - Caramel,3.25
196,2021-08-25 14:52,Regular,Flavoured latte - Hazelnut,2.55
197,2021-08-25 14:53,Regular,Flavoured iced latte - Caramel,2.75
198,2021-08-25 14:54,Regular,Flavoured iced latte - Caramel,2.75
199,2021-08-25 14:56,Regular,Flavoured iced latte - Caramel,2.75
200,2021-08-25 14:57,Regular,Flavoured latte - Hazelnut,2.55
201,2021-08-25 14:58,Regular,Flavoured iced latte - Hazelnut,2.75
202,2021-08-25 15:00,Regular,Flavoured iced latte - Caramel,2.75
203,2021-08-25 15:01,Large,Latte,2.45
204,2021-08-25 15:02,Large,Flat white,2.45
205,2021-08-25 15:03,Regular,Latte,2.15
206,2021-08-25 15:05,Regular,Flavoured iced latte - Vanilla,2.75
207,2021-08-25 15:06,Large,Flavoured latte - Hazelnut,2.85
208,2021-08-25 15:07,Regular,Latte,2.15
209,2021-08-25 15:08,Large,Flavoured latte - Hazelnut,2.85
210,2021-08-25 15:10,Regular,Flavoured latte - Hazelnut,2.55
211,2021-08-25 15:11,Large,Flavoured latte - Hazelnut,2.85
212,2021-08-25 15:12,Regular,Latte,2.15
213,2021-08-25 15:13,Large,Flavoured latte - Hazelnut,2.85
214,2021-08-25 15:15,Large,Flavoured iced latte - Vanilla,3.25
215,2021-08-25 15:16,Regular,Flat white,2.15
216,2021-08-25 15:17,Large,Latte,2.45
217,2021-08-25 15:18,Regular,Flavoured iced latte - Caramel,2.75
218,2021-08-25 15:20,Regular,Flavoured iced latte - Vanilla,2.75
219,2021-08-25 15:21,Regular,Flavoured latte - Hazelnut,2.55
220,2021-08-25 15:22,Large,Latte,2.45
221,2021-08-25 15:23,Regular,Flavoured iced latte - Hazelnut,2.75
222,2021-08-25 15:25,Regular,Flavoured iced latte - Vanilla,2.75
223,2021-08-25 15:26,Large,Flat white,2.45
224,2021-08-25 15:27,Regular,Flavoured iced latte - Caramel,2.75
225,2021-08-25 15:28,Regular,Flavoured iced latte - Caramel,2.75
226,2021-08-25 15:30,Large,Flat white,2.45
227,2021-08-25 15:31,Large,Flavoured iced latte - Hazelnut,3.25
228,2021-08-25 15:32,Regular,Flat white,2.15
229,2021-08-25 15:33,Large,Flat white,2.45
230,2021-08-25 15:35,Large,Flavoured iced latte - Hazelnut,3.25
231,2021-08-25 15:36,Regular,Flavoured iced latte - Hazelnut,2.75
232,2021-08-25 15:37,Regular,Flavoured latte - Hazelnut,2.55
233,2021-08-25 15:38,Large,Flavoured iced latte - Hazelnut,3.25
234,2021-08-25 15:40,Regular,Flavoured iced latte - Caramel,2.75
235,2021-08-25 15:41,Large,Flavoured iced latte - Vanilla,3.25
236,2021-08-25 15:42,Large,Flat white,2.45
237,2021-08-25 15:43,Regular,Flavoured iced latte - Caramel,2.75
238,2021-08-25 15:45,Regular,Flat white,2.15
239,2021-08-25 15:46,Large,Flavoured iced latte - Hazelnut,3.25
240,2021-08-25 15:47,Large,Flavoured iced latte - Hazelnut,3.25
241,2021-08-25 15:48,Regular,Flavoured iced latte - Vanilla,2.75
242,2021-08-25 15:50,Large,Flavoured iced latte - Caramel,3.25
243,2021-08-25 15:51,Large,Flavoured iced latte - Hazelnut,3.25
244,2021-08-25 15:52,Large,Flat white,2.45
245,2021-08-25 15:53,Regular,Latte,2.15
246,2021-08-25 15:55,Regular,Flavoured iced latte - Hazelnut,2.75
247,2021-08-25 15:56,Regular,Flavoured iced latte - Vanilla,2.75
248,2021-08-25 15:57,Regular,Flavoured iced latte - Vanilla,2.75
249,2021-08-25 15:58,Regular,Flavoured iced latte - Hazelnut,2.75
250,2021-08-25 16:00,Large,Flavoured iced latte - Caramel,3.25
251,2021-08-25 16:03,Regular,Flavoured iced latte - Hazelnut,2.75
252,2021-08-25 16:07,Regular,Flat white,2.15
253,2021-08-25 16:10,Regular,Flavoured iced latte - Hazelnut,2.75
254,2021-08-25 16:14,Regular,Flavoured latte - Hazelnut,2.55
255,2021-08-25 16:17,Regular,Flavoured iced latte - Hazelnut,2.75
256,2021-08-25 16:21,Large,Flat white,2.45
257,2021-08-25 16:24,Large,Flat white,2.45
258,2021-08-25 16:28,Large,Latte,2.45
259,2021-08-25 16:31,Regular,Flavoured iced latte - Caramel,2.75
260,2021-08-25 16:35,Large,Flavoured iced latte - Vanilla,3.25
261,2021-08-25 16:38,Large,Flavoured iced latte - Hazelnut,3.25
262,2021-08-25 16:42,Regular,Flavoured iced latte - Hazelnut,2.75
263,2021-08-25 16:45,Large,Flavoured iced latte - Vanilla,3.25
264,2021-08-25 16:49,Large,Flavoured latte - Hazelnut,2.85
265,2021-08-25 16:52,Large,Flavoured iced latte - Hazelnut,3.25
266,2021-08-25 16:56,Regular,Flavoured latte - Hazelnut,2.55
267,2021-08-25 16:59,Large,Flat white,2.45
