recNo,TxDate,Size,ProdName,UnitPrice
233,2021-08-25 15:38,Large,Flavoured iced latte - Vanilla,3.25
234,2021-08-25 15:40,Regular,Flavoured iced latte - Caramel,2.75
235,2021-08-25 15:41,,,
236,2021-08-25 15:42,Large,Flavoured latte - Hazelnut,2.85
237,2021-08-25 15:43,Regular,Latte,2.15
238,2021-08-25 15:45,Regular,Flavoured latte - Hazelnut,2.55
239,2021-08-25 15:46,Regular,Flavoured latte - Hazelnut,2.55
240,2021-08-25 15:47,Regular,Flavoured iced latte - Hazelnut,2.75
241,2021-08-25 15:48,Regular,Flavoured latte - Hazelnut,2.55
242,2021-08-25 15:50,Large,Flavoured iced latte - Caramel,3.25
243,2021-08-25 15:51,Large,Flavoured iced latte - Vanilla,3.25
244,2021-08-25 15:52,Large,Flavoured iced latte - Vanilla,3.25
245,2021-08-25 15:53,Regular,Flavoured iced latte - Hazelnut,2.75
246,2021-08-25 15:55,Regular,Latte,2.15
247,2021-08-25 15:56,Large,Flavoured iced latte - Caramel,3.25
248,2021-08-25 15:57,,,
249,2021-08-25 15:58,Regular,Flavoured iced latte - Vanilla,2.75
250,2021-08-25 16:00,Large,Latte,2.45
251,2021-08-25 16:03,Large,Flavoured latte - Hazelnut,2.85
252,2021-08-25 16:07,Large,Flavoured iced latte - Caramel,3.25
253,2021-08-25 16:10,,,
254,2021-08-25 16:14,Regular,Flavoured latte - Hazelnut,2.55
255,2021-08-25 16:17,,,
256,2021-08-25 16:21,,,
257,2021-08-25 16:24,Large,Flavoured latte - Hazelnut,2.85
258,2021-08-25 16:28,Large,Latte,2.45
259,2021-08-25 16:31,Regular,Flavoured iced latte - Hazelnut,2.75
260,2021-08-25 16:35,Regular,Flavoured iced latte - Caramel,2.75
261,2021-08-25 16:38,Large,Flavoured iced latte - Hazelnut,3.25
262,2021-08-25 16:42,Regular,Flavoured iced latte - Hazelnut,2.75
263,2021-08-25 16:45,Large,Latte,2.45
264,2021-08-25 16:49,Large,Flavoured iced latte - Vanilla,3.25
265,2021-08-25 16:52,Regular,Flavoured iced latte - Caramel,2.75
266,2021-08-25 16:56,,,
267,2021-08-25 16:59,,,
